companyInternationalName,companyIdentifier,primaryIndustryType,primaryIndustryCode,entityLegalForm,largeFirm,primaryCountry,primaryStateProvince,recommendedModel,financialStatementDate,currency,units,statementType,regulatoryFilingType,auditQuality,reportingPeriod,cashAndMarketableSecurities,totalAccountsReceivable,totalInventory,totalCurrentAssets,totalAccumulatedDepreciation,totalFixedAssets,totalIntangibleAssets,totalAssets,notesPayable,debtCurrentMaturities,shortTermDebt,totalAccountsPayable,totalCurrentLiabilities,totalLongTermDebt,totalNonCurrentLiabilities,totalProvisions,totalLiabilities,retainedEarnings,netWorth,netSales,totalCostOfGoodsSold,grossIncome,totalWageExpense,totalAmortizationAndDepreciation,totalOperatingExpense,totalOperatingProfit,financeCosts,profitBeforeTaxesAndExtraordinaryExpenses,currentIncomeTaxExpense,totalExtraordinaryItems,netIncome,ebitda
LH MILLER LEXUS MURRAY  64301  LINDON  64330,T001T64301,NAICS,4411,,,USA,UT,UDS 4.0,2021-11-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2625.994,,13927.431,,,,,25167.262,,,,,17550.531,,,,,-277.788,,208287.943,,,,1374.269,,13270.652,1094.314,,,,13717.226,
LH MILLER LEXUS MURRAY  64301  LINDON  64330,T001T64301,NAICS,4411,,,USA,UT,UDS 4.0,2020-11-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,142148.757,,,,,,4791.05,,,,,,
ACURA OF MELBOURNE  09502,T001T09502,NAICS,4411,,,USA,FL,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,626.508,,2589.149,,,,,10420.907,,,,,3669.496,,,,,-176.656,,22334.541,,,,300.801,,-922.694,85.546,,,,0.0,
ACURA OF MELBOURNE  09502,T001T09502,NAICS,4411,,,USA,FL,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,27187.508,,,,,,-671.351,,,,,,
VIC VAUGHN TOYOTA OF BOERNE  42305,T001T42305,NAICS,4411,,,USA,TX,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,4645.388,,18082.105,,,,,61438.571,,,,,26352.713,,,,,31892.493,,412474.847,,,,2138.021,,13997.86,1103.062,,,,13776.837,
VIC VAUGHN TOYOTA OF BOERNE  42305,T001T42305,NAICS,4411,,,USA,TX,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,389322.167,,,,,,16463.822,,,,,,
TOYOTA OF WOOSTER,T001T34123,NAICS,4411,,,USA,OH,UDS 4.0,2024-04-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3178.045,,3659.573,,,,,8450.946,,,,,2855.343,,,,,4138.401,,28537.671,,,,137.136,,179.805,86.049,,,,743.568,
TOYOTA OF WOOSTER,T001T34123,NAICS,4411,,,USA,OH,UDS 4.0,2023-04-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,26506.84,,,,,,892.849,,,,,,
MCCONNELL CHEVROLET  54818  CHRYSLER DODGE JEEP RAM  54817,T001T54818,NAICS,4411,,,USA,CA,UDS 4.0,2023-07-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,971.287,,5379.443,,,,,9390.097,,,,,4333.04,,,,,-30.983,,30199.209,,,,48.013,,-355.535,31.294,,,,0.0,
MCCONNELL CHEVROLET  54818  CHRYSLER DODGE JEEP RAM  54817,T001T54818,NAICS,4411,,,USA,CA,UDS 4.0,2022-07-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,30791.936571429,,,,,,275.046857143,,,,,,
ADRIEL BARRANQUITAS  59142,T001T59142,NAICS,4411,,,USA,,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,7911.009,,3220.383,,,,,14904.362,,,,,4962.67,,,,,11252.489,,27421.686,,,,34.31,,227.763,209.266,,,,1422.118,
ADRIEL BARRANQUITAS  59142,T001T59142,NAICS,4411,,,USA,,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,23329.819,,,,,,310.959,,,,,,
TOYOTA OF SANTA MARIA  04290,T001T04290,NAICS,4411,,,USA,CA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,4021.601,,2209.696,,,,,13345.601,,,,,6783.946,,,,,6760.296,,130774.367,,,,895.691,,2040.33,342.814,,,,1450.61,
TOYOTA OF SANTA MARIA  04290,T001T04290,NAICS,4411,,,USA,CA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,144467.594,,,,,,3866.789,,,,,,
CF SCHWARTZ TOYOTA  07005,T001T07005,NAICS,4411,,,USA,DE,UDS 4.0,2024-01-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3578.621,,576.384,,,,,6484.925,,,,,357.22,,,,,4927.115,,18003.143,,,,163.46,,806.355,110.782,,,,1383.491,
CF SCHWARTZ TOYOTA  07005,T001T07005,NAICS,4411,,,USA,DE,UDS 4.0,2023-01-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,19911.176,,,,,,1254.196,,,,,,
MAGUIRE HYUNDAI  31529  SUBARU  31554  OF ITHACA,T001T31529,NAICS,4411,,,USA,NY,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,494.984,,6585.986,,,,,9372.556,,,,,7193.733,,,,,534.992,,46588.063,,,,64.751,,569.751,1.526,,,,903.281,
MAGUIRE HYUNDAI  31529  SUBARU  31554  OF ITHACA,T001T31529,NAICS,4411,,,USA,NY,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,50179.195,,,,,,344.499,,,,,,
HADDAD TOYOTA  20049,T001T20049,NAICS,4411,,,USA,MA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,11953.109,,5558.05,,,,,27968.132,,,,,5460.411,,,,,21400.99,,91269.704,,,,814.018,,2666.293,405.919,,,,4423.281,
HADDAD TOYOTA  20049,T001T20049,NAICS,4411,,,USA,MA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,95163.587,,,,,,3882.717,,,,,,
ROCHESTER TOYOTA  28042,T001T28042,NAICS,4411,,,USA,NH,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1802.623,,5311.996,,,,,13386.669,,,,,4470.162,,,,,2286.207,,73956.746,,,,500.145,,901.285,61.613,,,,1966.852,
ROCHESTER TOYOTA  28042,T001T28042,NAICS,4411,,,USA,NH,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,68843.029,,,,,,1856.345,,,,,,
BENNETT PRE OWNED OF LEBANON  37511,T001T37511,NAICS,4411,,,USA,PA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,263.821,,5.71,,,,,946.935,,,,,2150.575,,,,,-1154.367,,8005.634,,,,0.0,,-1043.854,91.018,,,,0.0,
BENNETT PRE OWNED OF LEBANON  37511,T001T37511,NAICS,4411,,,USA,PA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,6064.841,,,,,,-536.04,,,,,,
PRICE TOYOTA  07008,T001T07008,NAICS,4411,,,USA,DE,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,6090.629,,6443.282,,,,,25971.03,,,,,3066.508,,,,,27932.471,,88931.985,,,,551.618,,3448.633,396.015,,,,5075.539,
PRICE TOYOTA  07008,T001T07008,NAICS,4411,,,USA,DE,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,76835.414,,,,,,3695.266,,,,,,
LYNCH TOYOTA  06025,T001T06025,NAICS,4411,,,USA,CT,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,5397.061,,5103.67,,,,,27423.048,,,,,7862.944,,,,,9897.918,,108681.356,,,,471.924,,1738.35,361.324,,,,4804.53,
LYNCH TOYOTA  06025,T001T06025,NAICS,4411,,,USA,CT,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,98327.827,,,,,,1771.021,,,,,,
RANDY WISE TOYOTA  21125,T001T21125,NAICS,4411,,,USA,MI,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1416.439,,12394.305,,,,,40142.388,,,,,16944.0,,,,,6189.049,,101367.895,,,,198.456,,-389.269,321.913,,,,1366.257,
RANDY WISE TOYOTA  21125,T001T21125,NAICS,4411,,,USA,MI,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,95362.0,,,,,,433.128,,,,,,
LEADCAR TOYOTA MANKATO  22056,T001T22056,NAICS,4411,,,USA,MN,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,183.334,,2559.773,,,,,12911.803,,,,,3812.03,,,,,2597.106,,48485.145,,,,106.855,,1281.565,242.503,,,,1701.869,
LEADCAR TOYOTA MANKATO  22056,T001T22056,NAICS,4411,,,USA,MN,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,46489.014,,,,,,1600.082,,,,,,
FORT S TOYOTA OF PEKIN  12125,T001T12125,NAICS,4411,,,USA,IL,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2524.666,,1724.111,,,,,8482.473,,,,,4109.278,,,,,3133.484,,26016.079,,,,0.0,,250.504,30.806,,,,805.676,
FORT S TOYOTA OF PEKIN  12125,T001T12125,NAICS,4411,,,USA,IL,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,23474.105,,,,,,364.8,,,,,,
MCGOVERN AUTO GROUP  00567 10K 10Q,T001T00567,NAICS,4411,,,USA,TX,UDS 4.0,2024-09-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,15116.689,,324365.443,,,,,926534.759,,,,,403467.505,,,,,202412.592,,2175655.346,,,,3170.712,,33963.926,43810.441,,,,32565.607,
MCGOVERN AUTO GROUP  00567 10K 10Q,T001T00567,NAICS,4411,,,USA,TX,UDS 4.0,2023-09-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,2111909.15466667,,,,,,76100.189333333,,,,,,
SALINAS TOYOTA,T001T04056,NAICS,4411,,,USA,CA,UDS 4.0,2022-06-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1390.165,,3228.054,,,,,9670.171,,,,,1953.62,,,,,6943.537,,60927.002,,,,53.088,,-218.238,18.464,,,,496.924,
SALINAS TOYOTA,T001T04056,NAICS,4411,,,USA,CA,UDS 4.0,2021-06-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,65710.231,,,,,,782.232,,,,,,
ELGIN CHRY DODGE JEEP RAM  12908,T001T12908,NAICS,4411,,,USA,IL,UDS 4.0,2023-02-28,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1954.551,,34071.005,,,,,48828.192,,,,,36993.198,,,,,17877.024,,178885.241,,,,1135.336,,5040.273,201.308,,,,6091.939,
ELGIN CHRY DODGE JEEP RAM  12908,T001T12908,NAICS,4411,,,USA,IL,UDS 4.0,2022-02-28,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,178928.295,,,,,,8552.667,,,,,,
SLOANE TOYOTA OF PHILADELPHIA  37152,T001T37152,NAICS,4411,,,USA,PA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,7259.197,,4278.156,,,,,13364.621,,,,,3656.26,,,,,21991.672,,99815.674,,,,478.694,,1422.613,373.355,,,,5271.279,
SLOANE TOYOTA OF PHILADELPHIA  37152,T001T37152,NAICS,4411,,,USA,PA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,118310.197,,,,,,3440.316,,,,,,
ANDREW TOYOTA  48039,T001T48039,NAICS,4411,,,USA,WI,UDS 4.0,2025-01-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,8469.595,,5075.566,,,,,16602.626,,,,,2471.443,,,,,21805.642,,83076.184,,,,852.274,,4.924,552.607,,,,2412.415,
ANDREW TOYOTA  48039,T001T48039,NAICS,4411,,,USA,WI,UDS 4.0,2024-01-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,85720.825,,,,,,1510.87,,,,,,
MAGUIRE FORD OF CANANDAIGUA  31408,T001T31408,NAICS,4411,,,USA,NY,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,643.594,,5924.682,,,,,15423.947,,,,,5198.037,,,,,1093.529,,28890.66,,,,0.006,,152.945,38.965,,,,1002.692,
MAGUIRE FORD OF CANANDAIGUA  31408,T001T31408,NAICS,4411,,,USA,NY,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,39414.375,,,,,,60.211,,,,,,
TOYOTA OF STAMFORD  06052,T001T06052,NAICS,4411,,,USA,CT,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3051.003,,5461.024,,,,,25060.789,,,,,7992.684,,,,,27190.116,,109892.451,,,,471.422,,5310.883,416.368,,,,9645.538,
TOYOTA OF STAMFORD  06052,T001T06052,NAICS,4411,,,USA,CT,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,106475.206,,,,,,6240.508,,,,,,
AMMAAR S TOYOTA VACAVILLE  04487,T001T04487,NAICS,4411,,,USA,CA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1037.987,,6321.836,,,,,11562.756,,,,,2913.535,,,,,3659.03,,57183.281,,,,521.751,,1716.282,440.362,,,,2470.096,
AMMAAR S TOYOTA VACAVILLE  04487,T001T04487,NAICS,4411,,,USA,CA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,66181.123,,,,,,2196.425,,,,,,
SIERRA TOYOTA  02056,T001T02056,NAICS,4411,,,USA,AZ,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3617.277,,3382.575,,,,,10141.788,,,,,3300.398,,,,,6178.072,,45529.24,,,,201.289,,667.466,143.259,,,,1810.103,
SIERRA TOYOTA  02056,T001T02056,NAICS,4411,,,USA,AZ,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,42651.813,,,,,,788.013,,,,,,
HILAND TOYOTA  12042,T001T12042,NAICS,4411,,,USA,IL,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3325.94,,8015.054,,,,,22471.324,,,,,4644.7,,,,,17075.313,,88715.377,,,,330.877,,983.009,253.313,,,,1732.116,
HILAND TOYOTA  12042,T001T12042,NAICS,4411,,,USA,IL,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,92659.41,,,,,,2423.415,,,,,,
WHITE RIVER TOYOTA  44016,T001T44016,NAICS,4411,,,USA,VT,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1311.207,,4932.46,,,,,21733.455,,,,,6061.836,,,,,13721.826,,92340.252,,,,615.136,,2011.162,349.257,,,,2016.592,
WHITE RIVER TOYOTA  44016,T001T44016,NAICS,4411,,,USA,VT,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,85984.829,,,,,,3130.142,,,,,,
TOWNE HYUNDAI  29919  TOWNE HYUNDAI OF HACKETTSTOWN  29641,T001T29919,NAICS,4411,,,USA,NJ,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,11432.723,,21257.8,,,,,42876.129,,,,,23030.662,,,,,17605.658,,135226.987,,,,1087.727,,3199.424,901.827,,,,9134.692,
TOWNE HYUNDAI  29919  TOWNE HYUNDAI OF HACKETTSTOWN  29641,T001T29919,NAICS,4411,,,USA,NJ,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,132511.644,,,,,,5602.916,,,,,,
ELGIN TOYOTA  12141,T001T12141,NAICS,4411,,,USA,IL,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,4150.161,,7118.803,,,,,23409.787,,,,,12967.449,,,,,48876.734,,163888.168,,,,924.65,,1020.459,387.305,,,,3409.021,
ELGIN TOYOTA  12141,T001T12141,NAICS,4411,,,USA,IL,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,153144.54,,,,,,3795.727,,,,,,
PIERCEY TOYOTA,T001T04346,NAICS,4411,,,USA,CA,UDS 4.0,2021-11-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,8909.774,,0.0,,,,,12537.429,,,,,5661.781,,,,,5900.237,,148913.107636364,,,,973.478181818,,9816.219272727,810.969818182,,,,10535.357454545,
PIERCEY TOYOTA,T001T04346,NAICS,4411,,,USA,CA,UDS 4.0,2020-11-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,131742.133,,,,,,2566.476,,,,,,
COOS BAY TOYOTA  36107,T001T36107,NAICS,4411,,,USA,OR,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,341.082,,3954.689,,,,,10859.33,,,,,4266.334,,,,,2974.613,,49620.599,,,,118.265,,253.733,16.765,,,,886.242,
COOS BAY TOYOTA  36107,T001T36107,NAICS,4411,,,USA,OR,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,49281.884,,,,,,1.097,,,,,,
VALLEY KIA  54602,T001T54602,NAICS,4411,,,USA,CA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3787.789,,10917.838,,,,,19025.105,,,,,10644.007,,,,,8089.273,,74361.151,,,,204.255,,-672.342,524.648,,,,1090.998,
VALLEY KIA  54602,T001T54602,NAICS,4411,,,USA,CA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,61899.309,,,,,,129.831,,,,,,
TOYOTA ON WESTERN  12171,T001T12171,NAICS,4411,,,USA,IL,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1064.768,,4549.558,,,,,19038.704,,,,,5509.573,,,,,1764.965,,59550.015,,,,170.868,,1415.915,189.887,,,,3012.697,
TOYOTA ON WESTERN  12171,T001T12171,NAICS,4411,,,USA,IL,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,15048.32,,,,,,-360.44,,,,,,
SUPREME TOYOTA OF HAMMOND,T001T17071,NAICS,4411,,,USA,LA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,4204.395,,4666.25,,,,,20975.498,,,,,6507.148,,,,,11608.263,,61072.883,,,,181.691,,-119.328,72.704,,,,1125.249,
SUPREME TOYOTA OF HAMMOND,T001T17071,NAICS,4411,,,USA,LA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,71184.63,,,,,,741.065,,,,,,
GALLATIN SUBARU  25935,T001T25935,NAICS,4411,,,USA,MT,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1307.321,,6199.231,,,,,12812.45,,,,,4855.368,,,,,467.732,,62971.548,,,,117.687,,1630.405,74.156,,,,2389.624,
GALLATIN SUBARU  25935,T001T25935,NAICS,4411,,,USA,MT,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,64084.113,,,,,,2378.607,,,,,,
BRYAN COLLEGE STATION TOY  42315  HUNTSVILLE TOYOTA  42316,T001T42315,NAICS,4411,,,USA,TX,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,12409.814,,14302.779,,,,,78238.81,,,,,14961.01,,,,,53315.845,,190965.28,,,,1111.516,,989.941,264.619,,,,9293.832,
BRYAN COLLEGE STATION TOY  42315  HUNTSVILLE TOYOTA  42316,T001T42315,NAICS,4411,,,USA,TX,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,170587.643,,,,,,1163.975,,,,,,
BRILLIANCE SUBARU  12893,T001T12893,NAICS,4411,,,USA,IL,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,4729.8,,5080.627,,,,,14045.4,,,,,7022.908,,,,,4700.22,,55162.878,,,,29.427,,-92.564,37.471,,,,979.53,
BRILLIANCE SUBARU  12893,T001T12893,NAICS,4411,,,USA,IL,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,47467.726,,,,,,315.305,,,,,,
EDDY S TOYOTA OF WICHITA  15012,T001T15012,NAICS,4411,,,USA,KS,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,-620.726,,7859.069,,,,,40183.296,,,,,24947.611,,,,,6981.197,,153141.38,,,,125.996,,2413.846,23.571,,,,6057.115,
EDDY S TOYOTA OF WICHITA  15012,T001T15012,NAICS,4411,,,USA,KS,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,141825.219,,,,,,3702.546,,,,,,
RICK MCGILL S AIRPORT TOY  41061,T001T41061,NAICS,4411,,,USA,TN,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1051.098,,4796.17,,,,,9906.051,,,,,4832.551,,,,,10697.514,,83656.426,,,,468.37,,4240.701,134.716,,,,5585.791,
RICK MCGILL S AIRPORT TOY  41061,T001T41061,NAICS,4411,,,USA,TN,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,68385.443,,,,,,3584.636,,,,,,
SYCAMORE C D J R  12772  HONDA  12761  MBZ  12762  VOLVO CARS  12769,T001T12772,NAICS,4411,,,USA,IL,UDS 4.0,2021-11-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,5152.336,,4618.375,,,,,17380.818,,,,,3888.506,,,,,4132.622,,54897.026,,,,241.555,,2794.745,109.71,,,,3294.68,
SYCAMORE C D J R  12772  HONDA  12761  MBZ  12762  VOLVO CARS  12769,T001T12772,NAICS,4411,,,USA,IL,UDS 4.0,2020-11-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,44707.324,,,,,,445.034,,,,,,
TOYOTA OF LAKE CITY  46094,T001T46094,NAICS,4411,,,USA,WA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,8259.589,,4983.624,,,,,38445.377,,,,,8217.99,,,,,23623.772,,133714.275,,,,760.71,,5932.659,333.6,,,,8399.855,
TOYOTA OF LAKE CITY  46094,T001T46094,NAICS,4411,,,USA,WA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,119981.534,,,,,,6243.218,,,,,,
LOVING TOYOTA  42259,T001T42259,NAICS,4411,,,USA,TX,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,8321.724,,3115.494,,,,,13662.967,,,,,3161.182,,,,,606.911,,44958.257,,,,128.701,,1153.906,78.531,,,,2328.896,
LOVING TOYOTA  42259,T001T42259,NAICS,4411,,,USA,TX,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,43358.885,,,,,,1518.161,,,,,,
THURSTON HONDA  54657,T001T54657,NAICS,4411,,,USA,CA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3679.02,,3255.085,,,,,7855.756,,,,,2699.7,,,,,4224.233,,20793.335,,,,67.267,,540.982,67.267,,,,531.471,
THURSTON HONDA  54657,T001T54657,NAICS,4411,,,USA,CA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,17067.556,,,,,,241.261,,,,,,
DON JOSEPH TOYOTA,T001T34037,NAICS,4411,,,USA,OH,UDS 4.0,2021-10-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,635.313,,0.0,,,,,1.0,,,,,343.102,,,,,1145.185,,47881.7472,,,,311.0388,,705.5712,223.3596,,,,8537.6568,
DON JOSEPH TOYOTA,T001T34037,NAICS,4411,,,USA,OH,UDS 4.0,2020-10-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,43057.477,,,,,,-382.737,,,,,,
EMPIRE TOYOTA OF HUNTINGTON  31179,T001T31179,NAICS,4411,,,USA,NY,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,4588.305,,3994.959,,,,,25432.307,,,,,7963.671,,,,,2975.741,,104639.238,,,,747.254,,-1072.016,198.654,,,,3001.067,
EMPIRE TOYOTA OF HUNTINGTON  31179,T001T31179,NAICS,4411,,,USA,NY,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,94718.791,,,,,,-276.893,,,,,,
BEECHMONT TOYOTA  34078,T001T34078,NAICS,4411,,,USA,OH,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,6478.302,,5144.333,,,,,18510.478,,,,,5503.429,,,,,12673.75,,83519.192,,,,442.41,,998.349,313.414,,,,2338.075,
BEECHMONT TOYOTA  34078,T001T34078,NAICS,4411,,,USA,OH,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,86957.34,,,,,,1183.047,,,,,,
MARTHALER TOYOTA  48069  HONDA  48790  OF ASHLAND,T001T48069,NAICS,4411,,,USA,WI,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,533.298,,3831.575,,,,,11694.393,,,,,3881.731,,,,,0.021,,42953.605,,,,155.506,,405.106,42.924,,,,1137.348,
MARTHALER TOYOTA  48069  HONDA  48790  OF ASHLAND,T001T48069,NAICS,4411,,,USA,WI,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,49119.649,,,,,,1307.472,,,,,,
