companyInternationalName,companyIdentifier,primaryIndustryType,primaryIndustryCode,entityLegalForm,largeFirm,primaryCountry,primaryStateProvince,recommendedModel,financialStatementDate,currency,units,statementType,regulatoryFilingType,auditQuality,reportingPeriod,cashAndMarketableSecurities,totalAccountsReceivable,totalInventory,totalCurrentAssets,totalAccumulatedDepreciation,totalFixedAssets,totalIntangibleAssets,totalAssets,notesPayable,debtCurrentMaturities,shortTermDebt,totalAccountsPayable,totalCurrentLiabilities,totalLongTermDebt,totalNonCurrentLiabilities,totalProvisions,totalLiabilities,retainedEarnings,netWorth,netSales,totalCostOfGoodsSold,grossIncome,totalWageExpense,totalAmortizationAndDepreciation,totalOperatingExpense,totalOperatingProfit,financeCosts,profitBeforeTaxesAndExtraordinaryExpenses,currentIncomeTaxExpense,totalExtraordinaryItems,netIncome,ebitda
JOSEPH TOYOTA CINCINNATI  34089,T001T34089,NAICS,4411,,,USA,OH,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,127238.206,,,,,,3197.168,,,,,,
LAFONTAINE HONDA  21947,T001T21947,NAICS,4411,,,USA,MI,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,443.499,,6935.67,,,,,15332.676,,,,,9203.316,,,,,4036.94,,56021.552,,,,45.18,,304.712,109.541,,,,263.085,
LAFONTAINE HONDA  21947,T001T21947,NAICS,4411,,,USA,MI,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,59845.587,,,,,,1106.044,,,,,,
JIM HUDSON LEXUS  AUGUSTA  61006,T001T61006,NAICS,4411,,,USA,GA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,8731.141,,7445.291,,,,,27026.068,,,,,17118.647,,,,,4709.925,,128279.365,,,,1248.299,,5585.695,830.898,,,,7577.287,
JIM HUDSON LEXUS  AUGUSTA  61006,T001T61006,NAICS,4411,,,USA,GA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,118775.013,,,,,,4463.042,,,,,,
SUBARU WORLD OF NEWTON  29699,T001T29699,NAICS,4411,,,USA,NJ,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3645.136,,2230.841,,,,,16736.019,,,,,3298.862,,,,,1663.154,,28961.98,,,,46.666,,594.54,27.073,,,,1627.552,
SUBARU WORLD OF NEWTON  29699,T001T29699,NAICS,4411,,,USA,NJ,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,28059.189,,,,,,949.136,,,,,,
HARVEY LEXUS OF GRAND RAPIDS  62102,T001T62102,NAICS,4411,,,USA,MI,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1555.407,,2955.362,,,,,11879.454,,,,,4709.464,,,,,6387.297,,44662.538,,,,483.823,,-87.467,361.25,,,,1519.551,
HARVEY LEXUS OF GRAND RAPIDS  62102,T001T62102,NAICS,4411,,,USA,MI,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,41165.988,,,,,,-226.053,,,,,,
BRAUN JORDAN TOYOTA  MANUAL ENTRY   13978,T001T13978,NAICS,4411,,,USA,IN,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,31758.737,,217711.793,,,,,722841.17,,,,,269101.911,,,,,-67747.953,,974569.629,,,,37113.473,,41630.261,4797.446,,,,34995.522,
BRAUN JORDAN TOYOTA  MANUAL ENTRY   13978,T001T13978,NAICS,4411,,,USA,IN,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,1006555.84,,,,,,39343.918,,,,,,
SEVENTY SEVEN SUBARU  02765,T001T02765,NAICS,4411,,,USA,AZ,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1903.325,,4681.318,,,,,11081.916,,,,,4060.673,,,,,1558.201,,29777.379,,,,0.0,,1176.529,114.121,,,,1770.686,
SEVENTY SEVEN SUBARU  02765,T001T02765,NAICS,4411,,,USA,AZ,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,23457.866,,,,,,349.061,,,,,,
HERRIN GEAR CHEVROLET  23802,T001T23802,NAICS,4411,,,USA,MS,UDS 4.0,2024-02-29,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2694.086,,7678.439,,,,,26627.911,,,,,6611.645,,,,,12840.468,,55919.713,,,,371.493,,-1047.313,113.197,,,,1461.576,
HERRIN GEAR CHEVROLET  23802,T001T23802,NAICS,4411,,,USA,MS,UDS 4.0,2023-02-28,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,64688.084,,,,,,1054.959,,,,,,
WESTBORO TOYOTA  INC   20058,T001T20058,NAICS,4411,,,USA,MA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1291.035,,6976.253,,,,,13072.242,,,,,3615.143,,,,,6308.177,,66296.814,,,,578.955,,-686.604,95.382,,,,3202.404,
WESTBORO TOYOTA  INC   20058,T001T20058,NAICS,4411,,,USA,MA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,69471.114,,,,,,612.394,,,,,,
MILLER TOYOTA  45040,T001T45040,NAICS,4411,,,USA,VA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,9622.228,,4218.987,,,,,17093.177,,,,,6478.725,,,,,11513.81,,80269.738,,,,430.506,,974.567,146.331,,,,3539.898,
MILLER TOYOTA  45040,T001T45040,NAICS,4411,,,USA,VA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,81111.416,,,,,,882.223,,,,,,
HADDAD SUBARU  20804,T001T20804,NAICS,4411,,,USA,MA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2439.467,,3446.593,,,,,9392.558,,,,,2140.059,,,,,0.001,,46207.87,,,,236.424,,1389.84,97.878,,,,1948.453,
HADDAD SUBARU  20804,T001T20804,NAICS,4411,,,USA,MA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,43037.447,,,,,,1954.234,,,,,,
ROUTE 44 TOYOTA  20125,T001T20125,NAICS,4411,,,USA,MA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,6378.249,,5348.089,,,,,17926.461,,,,,6686.718,,,,,12987.773,,84410.115,,,,91.207,,1620.784,35.656,,,,3325.228,
ROUTE 44 TOYOTA  20125,T001T20125,NAICS,4411,,,USA,MA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,78765.679,,,,,,1734.135,,,,,,
MICHAEL KIA  06936,T001T06936,NAICS,4411,,,USA,CT,UDS 4.0,2021-10-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,342.887,,754.157,,,,,2257.412,,,,,106.567,,,,,-6184.172,,8121.916,,,,19.469,,-318.962,8.217,,,,0.0,
MICHAEL KIA  06936,T001T06936,NAICS,4411,,,USA,CT,UDS 4.0,2020-10-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,9293.612,,,,,,-630.569,,,,,,
FLETCHER JONES AUTOMOTIVE GROUP  00709  10K 10Q,T001T00709,NAICS,4411,,,USA,TX,UDS 4.0,2023-12-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,92342.411,,476339.219,,,,,1072304.785,,,,,521236.574,,,,,205473.22,,3220302.306,,,,15431.0,,-14342.249,17684.0,,,,77482.223,
FLETCHER JONES AUTOMOTIVE GROUP  00709  10K 10Q,T001T00709,NAICS,4411,,,USA,TX,UDS 4.0,2022-12-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,2807186.054,,,,,,138724.282,,,,,,
HERB CHAMBERS LEXUS  62004  LEXUS OF HINGHAM  62030,T001T62004,NAICS,4411,,,USA,MA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,12138.887,,13472.638,,,,,79679.907,,,,,20648.077,,,,,25144.391,,298783.245,,,,3125.713,,9541.843,2814.982,,,,18668.999,
HERB CHAMBERS LEXUS  62004  LEXUS OF HINGHAM  62030,T001T62004,NAICS,4411,,,USA,MA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,286978.329,,,,,,9430.567,,,,,,
SEWELL LEXUS OF FT  WORTH  64211,T001T64211,NAICS,4411,,,USA,TX,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,8002.5,,8636.171,,,,,80007.967,,,,,21705.864,,,,,52867.908,,266334.804,,,,3016.844,,14292.105,2372.712,,,,14518.679,
SEWELL LEXUS OF FT  WORTH  64211,T001T64211,NAICS,4411,,,USA,TX,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,244346.295,,,,,,12427.868,,,,,,
PREFERRED CHRYS DOD JEEP  21902,T001T21902,NAICS,4411,,,USA,MI,UDS 4.0,2023-09-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2526.183,,5488.989,,,,,11832.044,,,,,6187.144,,,,,2645.675,,34537.011,,,,35.388,,-738.467,273.494,,,,39.964,
PREFERRED CHRYS DOD JEEP  21902,T001T21902,NAICS,4411,,,USA,MI,UDS 4.0,2022-09-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,40253.7,,,,,,461.681,,,,,,
WAITE TOYOTA  31019,T001T31019,NAICS,4411,,,USA,NY,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,6766.717,,3874.727,,,,,14172.754,,,,,3392.921,,,,,10194.128,,51284.684,,,,111.751,,1807.8,119.214,,,,2842.263,
WAITE TOYOTA  31019,T001T31019,NAICS,4411,,,USA,NY,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,58766.521,,,,,,2324.003,,,,,,
JIM BAGAN TOYOTA  04151,T001T04151,NAICS,4411,,,USA,CA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2110.643,,2201.433,,,,,8425.232,,,,,3617.547,,,,,1299.809,,26366.197,,,,145.472,,-335.032,98.074,,,,70.928,
JIM BAGAN TOYOTA  04151,T001T04151,NAICS,4411,,,USA,CA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,27492.308,,,,,,-113.866,,,,,,
CANNON TOYOTA OF MOSS POINT  23084,T001T23084,NAICS,4411,,,USA,MS,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,481.942,,4542.539,,,,,38380.518,,,,,15693.816,,,,,-1611.95,,71077.877,,,,55.661,,542.125,52.196,,,,1970.469,
CANNON TOYOTA OF MOSS POINT  23084,T001T23084,NAICS,4411,,,USA,MS,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,63937.766,,,,,,194.274,,,,,,
LEXUS OF BELLEVUE  64602  TACOMA AT FIFE  64630,T001T64602,NAICS,4411,,,USA,WA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,5223.461,,9413.905,,,,,35007.309,,,,,17816.018,,,,,4492.109,,383515.212,,,,3818.164,,12080.922,2441.359,,,,28446.867,
LEXUS OF BELLEVUE  64602  TACOMA AT FIFE  64630,T001T64602,NAICS,4411,,,USA,WA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,344594.098,,,,,,12420.699,,,,,,
TOYOTA OF DANVILLE  12148,T001T12148,NAICS,4411,,,USA,IL,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,457.448,,3795.842,,,,,5275.715,,,,,2607.892,,,,,3685.229,,38357.722,,,,54.699,,784.527,20.18,,,,1503.426,
TOYOTA OF DANVILLE  12148,T001T12148,NAICS,4411,,,USA,IL,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,36168.662,,,,,,805.181,,,,,,
LANGWAY TOYOTA OF NEWPORT  38031,T001T38031,NAICS,4411,,,USA,RI,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,689.603,,2208.725,,,,,8809.794,,,,,3124.379,,,,,8499.242,,37307.915,,,,42.358,,1778.609,38.758,,,,2665.683,
LANGWAY TOYOTA OF NEWPORT  38031,T001T38031,NAICS,4411,,,USA,RI,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,37192.298,,,,,,2841.064,,,,,,
CAPITOL NISSAN OF SALEM  36530,T001T36530,NAICS,4411,,,USA,OR,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,172.655,,4755.298,,,,,7261.027,,,,,5222.627,,,,,-1171.314,,22924.892,,,,98.008,,-1816.644,158.716,,,,0.0,
TOYOTA OF GRAND RAPIDS  21065,T001T21065,NAICS,4411,,,USA,MI,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,4925.416,,5545.214,,,,,16503.598,,,,,8666.549,,,,,3124.191,,100559.721,,,,9.816,,2493.172,27.349,,,,3987.82,
TOYOTA OF GRAND RAPIDS  21065,T001T21065,NAICS,4411,,,USA,MI,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,106449.329,,,,,,2664.571,,,,,,
LEADCAR TOYOTA LA CROSSE  48060,T001T48060,NAICS,4411,,,USA,WI,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,168.411,,3608.026,,,,,11803.406,,,,,4872.38,,,,,1190.694,,56411.657,,,,230.987,,2064.827,191.521,,,,1992.611,
LEADCAR TOYOTA LA CROSSE  48060,T001T48060,NAICS,4411,,,USA,WI,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,52014.436,,,,,,2359.041,,,,,,
MARK MILLER TOYOTA  43020,T001T43020,NAICS,4411,,,USA,UT,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1970.459,,8743.442,,,,,23278.101,,,,,10758.217,,,,,8115.725,,215299.403,,,,808.189,,2970.346,808.189,,,,8278.387,
MARK MILLER TOYOTA  43020,T001T43020,NAICS,4411,,,USA,UT,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,223898.221,,,,,,4191.071,,,,,,
MORGAN CITY TOYOTA,T001T17077,NAICS,4411,,,USA,LA,UDS 4.0,2024-11-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,299.801,,2929.496,,,,,4145.785,,,,,3847.696,,,,,422.919,,28516.171636364,,,,52.504363636,,-1932.12,66.989454545,,,,0.0,
MORGAN CITY TOYOTA,T001T17077,NAICS,4411,,,USA,LA,UDS 4.0,2023-11-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,35350.732,,,,,,-1284.855,,,,,,
MATICK TOYOTA  21117,T001T21117,NAICS,4411,,,USA,MI,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,925.181,,2233.327,,,,,4937.571,,,,,3129.822,,,,,-390.18,,51986.434,,,,155.758,,106.619,98.829,,,,1215.265,
MATICK TOYOTA  21117,T001T21117,NAICS,4411,,,USA,MI,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,47447.397,,,,,,663.087,,,,,,
MCDONOUGH TOYOTA  45030,T001T45030,NAICS,4411,,,USA,VA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2526.618,,4946.366,,,,,13742.081,,,,,5344.409,,,,,9477.885,,44417.4,,,,160.474,,1095.121,82.703,,,,1689.867,
MCDONOUGH TOYOTA  45030,T001T45030,NAICS,4411,,,USA,VA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,48071.001,,,,,,1415.798,,,,,,
DALTON TOYOTA NATIONAL CITY  04844,T001T04844,NAICS,4411,,,USA,CA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1079.28,,4722.423,,,,,68573.838,,,,,7824.793,,,,,2648.949,,130519.581,,,,1070.236,,2631.775,655.14,,,,5760.094,
DALTON TOYOTA NATIONAL CITY  04844,T001T04844,NAICS,4411,,,USA,CA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,140296.543,,,,,,4550.041,,,,,,
KARL MALONE TOYOTA OF RUSTON  17076,T001T17076,NAICS,4411,,,USA,LA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1292.341,,3576.897,,,,,7965.476,,,,,4638.13,,,,,2265.248,,42570.802,,,,63.703,,-229.896,21.627,,,,630.544,
KARL MALONE TOYOTA OF RUSTON  17076,T001T17076,NAICS,4411,,,USA,LA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,40306.68,,,,,,-146.218,,,,,,
TOYOTA OF BRAINTREE  20122,T001T20122,NAICS,4411,,,USA,MA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,13909.174,,8787.736,,,,,25492.493,,,,,8767.395,,,,,21144.428,,102502.567,,,,505.845,,1493.23,460.351,,,,3563.057,
TOYOTA OF BRAINTREE  20122,T001T20122,NAICS,4411,,,USA,MA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,108783.762,,,,,,4088.742,,,,,,
BUCKHANNON TOYOTA  47027,T001T47027,NAICS,4411,,,USA,WV,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,2127.805,,6870.334,,,,,10388.358,,,,,6307.307,,,,,8583.868,,71036.403,,,,209.954,,89.637,78.211,,,,2343.694,
BUCKHANNON TOYOTA  47027,T001T47027,NAICS,4411,,,USA,WV,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,77135.312,,,,,,1698.512,,,,,,
TOYOTA CHULA VISTA  04353,T001T04353,NAICS,4411,,,USA,CA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,7353.016,,4787.489,,,,,16597.454,,,,,12045.28,,,,,1348.189,,132901.549,,,,472.867,,4349.173,347.538,,,,6664.466,
TOYOTA CHULA VISTA  04353,T001T04353,NAICS,4411,,,USA,CA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,122340.66,,,,,,4657.619,,,,,,
HONDA OF STATEN ISLAND  31478,T001T31478,NAICS,4411,,,USA,NY,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1585.351,,8189.728,,,,,22710.59,,,,,6724.564,,,,,0.0,,100657.333,,,,394.106,,3769.714,183.371,,,,4589.04,
HONDA OF STATEN ISLAND  31478,T001T31478,NAICS,4411,,,USA,NY,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,93121.199,,,,,,5605.418,,,,,,
TOYOTA OF LAREDO  42025,T001T42025,NAICS,4411,,,USA,TX,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,4250.316,,5495.284,,,,,14444.584,,,,,6687.109,,,,,13057.139,,87393.607,,,,7.303,,333.317,6.122,,,,1658.493,
TOYOTA OF LAREDO  42025,T001T42025,NAICS,4411,,,USA,TX,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,84144.821,,,,,,777.563,,,,,,
DUBLIN TOYOTA  04362,T001T04362,NAICS,4411,,,USA,CA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3258.947,,8253.228,,,,,49283.874,,,,,12620.402,,,,,14190.036,,178453.82,,,,842.932,,2779.13,532.888,,,,4986.501,
DUBLIN TOYOTA  04362,T001T04362,NAICS,4411,,,USA,CA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,167889.758,,,,,,3771.956,,,,,,
MCGRATH LEXUS OF CHICAGO  61230,T001T61230,NAICS,4411,,,USA,IL,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,6130.675,,4779.997,,,,,21977.647,,,,,8970.962,,,,,15573.073,,140780.594,,,,1528.785,,324.846,1435.717,,,,5632.381,
MCGRATH LEXUS OF CHICAGO  61230,T001T61230,NAICS,4411,,,USA,IL,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,126744.432,,,,,,1235.422,,,,,,
PURDY AUTOS OF CLEBURN  42502,T001T42502,NAICS,4411,,,USA,TX,UDS 4.0,2023-08-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,477.749,,0.0,,,,,524.838,,,,,573.237,,,,,501.64,,2684.0415,,,,36.525,,-924.531,29.442,,,,0.0,
LUTHER AUTO GROUP  00249  10K 10Q,T001T00249,NAICS,4411,,,USA,TN,UDS 4.0,2024-09-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,44587.0,,493880.0,,,,,1519508.0,,,,,528654.0,,,,,692942.0,,4230082.0,,,,49469.0,,148675.0,13870.0,,,,89771.0,
LUTHER AUTO GROUP  00249  10K 10Q,T001T00249,NAICS,4411,,,USA,TN,UDS 4.0,2023-09-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,4277367.0,,,,,,185209.0,,,,,,
WILDE EAST TOWNE HONDA  48993,T001T48993,NAICS,4411,,,USA,WI,UDS 4.0,2022-08-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,9676.409,,3486.206,,,,,14994.528,,,,,2434.852,,,,,9262.321,,83250.56,,,,381.858,,3386.436,373.947,,,,4479.839,
WILDE EAST TOWNE HONDA  48993,T001T48993,NAICS,4411,,,USA,WI,UDS 4.0,2021-08-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,97037.324,,,,,,3085.322,,,,,,
FAMILY TOYOTA OF BURLESON  42327,T001T42327,NAICS,4411,,,USA,TX,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,10670.302,,23953.421,,,,,68697.569,,,,,35322.677,,,,,92163.988,,373454.727,,,,558.692,,3886.712,255.259,,,,16397.45,
FAMILY TOYOTA OF BURLESON  42327,T001T42327,NAICS,4411,,,USA,TX,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,310129.478,,,,,,6454.899,,,,,,
LEXUS OF HUNTSVILLE,T001T60106,NAICS,4411,,,USA,AL,UDS 4.0,2024-04-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,8618.307,,6788.59,,,,,25689.1,,,,,9357.9,,,,,16678.961,,79227.654,,,,618.096,,1439.853,466.626,,,,4360.878,
LEXUS OF HUNTSVILLE,T001T60106,NAICS,4411,,,USA,AL,UDS 4.0,2023-04-30,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,65531.341,,,,,,1373.846,,,,,,
OURISMAN CHANTILLY TOYOTA  45079,T001T45079,NAICS,4411,,,USA,VA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,7766.163,,6922.486,,,,,30780.087,,,,,10088.342,,,,,14991.361,,148162.894,,,,809.802,,7476.639,613.842,,,,10442.67,
OURISMAN CHANTILLY TOYOTA  45079,T001T45079,NAICS,4411,,,USA,VA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,128609.689,,,,,,8189.332,,,,,,
LEXUS OF MANCHESTER  62803,T001T62803,NAICS,4411,,,USA,NH,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,3802.755,,3347.473,,,,,57853.693,,,,,3938.272,,,,,2420.547,,84331.628,,,,684.944,,-150.584,1171.028,,,,3011.84,
STRAATMANN TOYOTA  24052,T001T24052,NAICS,4411,,,USA,MO,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,1683.317,,1626.956,,,,,3636.47,,,,,1079.32,,,,,2505.785,,14585.382,,,,186.0,,-627.715,19.659,,,,59.826,
STRAATMANN TOYOTA  24052,T001T24052,NAICS,4411,,,USA,MO,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,15824.179,,,,,,-414.146,,,,,,
PEPPERS FORD  41831   SEPARATE LEGAL ENTITY FROM 41890 AS OF FEB  2023,T001T41831,NAICS,4411,,,USA,TN,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,636.835,,1915.277,,,,,2885.96,,,,,1721.753,,,,,746.328,,15460.991,,,,0.0,,-157.681,70.67,,,,67.342,
PEPPERS FORD  41831   SEPARATE LEGAL ENTITY FROM 41890 AS OF FEB  2023,T001T41831,NAICS,4411,,,USA,TN,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,15823.265,,,,,,-142.076,,,,,,
FINDLAY TOYOTA  27020,T001T27020,NAICS,4411,,,USA,NV,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,19614.658,,18580.136,,,,,61377.334,,,,,11026.806,,,,,122832.879,,413395.108,,,,2869.552,,12530.454,2091.04,,,,23971.517,
FINDLAY TOYOTA  27020,T001T27020,NAICS,4411,,,USA,NV,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,404313.157,,,,,,19918.921,,,,,,
AWESOME CHEVROLET  46502,T001T46502,NAICS,4411,,,USA,WA,UDS 4.0,2025-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,669.234,,3780.691,,,,,7245.91459,,,,,3647.064,,,,,2518.606,,32637.596,,,,244.754,,41.676,129.754,,,,541.44,
AWESOME CHEVROLET  46502,T001T46502,NAICS,4411,,,USA,WA,UDS 4.0,2024-03-31,USD,Thousands,Consolidated,US GAAP,Audited,Annual,,,,,,,,,,,,,,,,,,,,32220.762,,,,,,117.537,,,,,,
